ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_IDG_00059,"Martin Sharp's Luna Park Collection. Curated by Martin Sharp. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-08-25,,,Luna Images: The face of Sydney,https://www.artdesign.unsw.edu.au/unsw-galleries/luna-images-face-sydney,1984-08-07,Exhibition,
UNSW_GALLERIES_IDG_00060,"Chairs designed by Le Corbusier, Carlo Bugatti, Charles Eames, Charles Rennie Mackintosh, Clement Meadmore, Gerrit Rietveldt, Sebel, Thonet and others. Various items lent by Arredorama, Powerhouse Museum, Sebel and private collectors. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-07-28,,,The Chair as Image,https://www.artdesign.unsw.edu.au/unsw-galleries/chair-image,1984-07-10,Exhibition,
UNSW_GALLERIES_IDG_00061,"Students and staff from the Royal College of Art, London. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-06-30,,,"Prints: Royal College of Art, London",https://www.artdesign.unsw.edu.au/unsw-galleries/prints-royal-college-art-london,1984-06-12,Exhibition,
UNSW_GALLERIES_IDG_00062,"5th Biennale of Sydney. Artistic Director: Leon Paroissien. Organised by Biennale of Sydney. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-06-02,,,Private symbol: Social metaphor (5th Biennale of Sydney),https://www.artdesign.unsw.edu.au/unsw-galleries/private-symbol-social-metaphor-5th-biennale-sydney,1984-04-11,Exhibition,
UNSW_GALLERIES_IDG_00063,"Artists: Marr Grounds with Tony Coleing, Aleks Danko, John Davis, Bonita Ely, Kevin Mortensen, Bruce McLean, Tony Trembath, Stephen Turpie, The Dingo Fence and the Berlin Wall. Curated by Marr Grounds. Sponsored by Visual Arts Board of the Australia Council, D.A.A.D. and the Kunstlerhaus Bethanien, Berlin. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-04-07,,,Austausch/exchange,https://www.artdesign.unsw.edu.au/unsw-galleries/austauschexchange,1984-03-20,Exhibition,
UNSW_GALLERIES_IDG_00064,"The Third Annual Mitchell Cotts Art Award for the City Art Institute, is an exhibition that displays selected entries to the award. The prize is to encourage and assist talented and recetn graduates of the City Art Institute, to travel, understake further study or to commence professional practice. Sponsored by Mitchell Cotts. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-03-10,,,The Third Annual Mitchell Cotts Art Award for the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/third-annual-mitchell-cotts-art-award-for-city-art-institute,1984-02-28,Exhibition,
UNSW_GALLERIES_IDG_00065,"Curated by Sally Robinson and Belinda Webb-Jones, with assistance from three Gallery Management students: Elisabeth Bastian, Jennifer Hutchinson and Kate Poppelwell. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-11-30,,,The Artist as Designer,https://www.artdesign.unsw.edu.au/unsw-galleries/artist-designer,1985-11-12,Exhibition,
UNSW_GALLERIES_IDG_00066,"This exhibition of paintings by Brian Blanchflowcr is the first public viewing in Australia of a number of large and significant works the artist produced abroad during an eight month period of concentrated activity in 1983/84. They are the fruits of a residency funded by the Visual Arts Board at the AIR & SPACE Studio in London. Artist: Brian Blanchflower. Curated by Bruce Adams. Organised by Art Gallery of Western Australia. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-11-02,,,Inundations,https://www.artdesign.unsw.edu.au/unsw-galleries/inundations,1985-10-15,Exhibition,
UNSW_GALLERIES_IDG_00067,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-10-05,,,"Postgraduate students exhibition, City Art Institute",https://www.artdesign.unsw.edu.au/unsw-galleries/postgraduate-students-exhibition-city-art-institute,1985-09-17,Exhibition,
UNSW_GALLERIES_IDG_00068,"Artists: Jan Birmingham, Tanya Crothers and Darani Lewers. Curated by Jan Birmingham, Tanya Crothers and Darani Lewers. Sponsored by Crafts Board of the Australia Council and the NSW Premier's Department. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-09-07,,,Peace and nuclear war in the Australian landscape,https://www.artdesign.unsw.edu.au/unsw-galleries/peace-and-nuclear-war-australian-landscape,1985-08-19,Exhibition,
UNSW_GALLERIES_IDG_00069,"This exhibition by no stretch of the imagination addresses all the themes and issues associated with feminism in the arts. The meaning of the work depends on recognizing that the position of women in culture, as artist and as audience, is fundamentally different to that available to men. This is how these artists see their own place in the scheme of things. Artists: Kate Lohse, Mandy Martin, Margaret Morgan, Susan Norrie, Wendy Stavrianos and Ania Walwicz. Curated by Frank McBride. Organised by Wollongong City Gallery. Sponsored by Visual Art Board of the Australia Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-08-10,,,Heartland,https://www.artdesign.unsw.edu.au/unsw-galleries/heartland,1985-07-23,Exhibition,
UNSW_GALLERIES_IDG_00070,"Audio Visual works of various artists. Artists: John Drews, Joan Grounds, John Hughes, Jill Scott and Simon Penny. Curated by John Drews. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-07-13,,,Waveforms,https://www.artdesign.unsw.edu.au/unsw-galleries/waveforms,1985-09-29,Exhibition,
UNSW_GALLERIES_IDG_00071,"An exhibition of contemporary photographic practice, exploring the diversity of photographic practice as the embodiment of it's strength. In a sense, then AFTER THE ARTEFACT may be seen as a 'survey' show. Artists: John Delacour, Paul Hewson, Mark Johnson, Mark Hinderaker, Geoff Kleem, Bruce Searle, Miranda Lawry, Julie Pryor, Ingeborg Tyssen and Jacky Redgate. Organised by Wollongong City Gallery. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-06-22,,,After the artefact,https://www.artdesign.unsw.edu.au/unsw-galleries/after-artefact,1985-06-04,Exhibition,
UNSW_GALLERIES_IDG_00072,"An exhibition of Eduardo Paolozzi's works from from Screenprints, Lithographs and Sculpture. Sponsored by Panalpina International Freight Forwarders. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-05-25,,,"Eduardo Paolozzi [screenprints, lithographs, sculptures]",https://www.artdesign.unsw.edu.au/unsw-galleries/eduardo-paolozzi-screenprints-lithographs-sculptures,1985-04-29,Exhibition,
UNSW_GALLERIES_IDG_00073,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-04-20,,,David Stephenson: Panoramas,https://www.artdesign.unsw.edu.au/unsw-galleries/david-stephenson-panoramas,1985-03-26,Exhibition,
UNSW_GALLERIES_IDG_00074,"The first annual Douglass Art Award for the City Art Institute​, is an exhibition that displays selected entries of the award. The prize is to encourage and assist talented and recetn graduates of the City Art Institute, to travel, understake further study or to commence professional practice. Sponsored by Dr Bronte Douglass. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1985-03-16,,,The first annual Douglass Art Award for the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/first-annual-douglass-art-award-for-city-art-institute,1985-02-26,Exhibition,
UNSW_GALLERIES_IDG_00075,"The exhibition of artists Marion Borgelt and Jenny Watson, which represented Austarlia in the sixth Triennale in India 1986. Marion Borgelt and Jenny Watson. Curated by Victoria Lynn. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1986-11-20,,,"Borgelt/Watson: 6th Triennale – India, New Delhi",https://www.artdesign.unsw.edu.au/unsw-galleries/borgeltwatson-6th-triennale-%E2%80%93-india-new-delhi,1986-11-04,Exhibition,
UNSW_GALLERIES_IDG_00076,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1986-10-25,,,Postgraduate Students of the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/postgraduate-students-city-art-institute,1986-10-07,Exhibition,
UNSW_GALLERIES_IDG_00077,"Lithographs, etchings, relief prints and screenprints by twenty-three artists. Organised by Powell Street Graphics, Melbourne and Ivan Dougherty Gallery, Sydney. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1986-09-27,,,Melbourne Printmakers,https://www.artdesign.unsw.edu.au/unsw-galleries/melbourne-printmakers,1986-09-09,Exhibition,
UNSW_GALLERIES_IDG_00078,"Abstract work from 26 Australian Artists. Curated by Rod McMahon. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1986-08-30,,,"The Australians: Abstract work from twenty-six Australian artists, part II",https://www.artdesign.unsw.edu.au/unsw-galleries/australians-abstract-work-from-twenty-six-australian-artists-part-ii,1986-08-12,Exhibition,
UNSW_GALLERIES_IDG_00079,"International work from the Power Gallery of Contemporary Art. Curated by Rod McMahon. Organised by Power Gallery of Contemporary Art. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1986-08-02,,,"Twenty Years of Abstraction, part I",https://www.artdesign.unsw.edu.au/unsw-galleries/twenty-years-abstraction-part-i,1986-07-15,Exhibition,
